96	1	162	0
96	1	162	1
96	1	162	2
96	1	162	3
97	1	98	0
97	1	98	1
97	1	98	2
97	1	98	3
97	1	99	0
97	1	99	1
97	1	99	2
97	1	99	3
97	1	126	0
97	1	126	1
97	1	126	2
97	1	126	3
97	1	127	0
97	1	127	1
97	1	127	2
97	1	127	3
98	1	97	0
98	1	97	1
98	1	97	2
98	1	97	3
98	1	99	0
98	1	99	1
98	1	99	2
98	1	99	3
98	1	119	0
98	1	119	1
98	1	119	2
98	1	119	3
98	1	129	0
98	1	129	1
98	1	129	2
98	1	129	3
98	1	130	0
98	1	130	1
98	1	130	2
98	1	130	3
99	1	97	0
99	1	97	1
99	1	97	2
99	1	97	3
99	1	98	0
99	1	98	1
99	1	98	2
99	1	98	3
99	1	100	0
99	1	100	1
99	1	100	2
99	1	100	3
100	1	99	0
100	1	99	1
100	1	99	2
100	1	99	3
100	1	137	0
100	1	137	1
100	1	137	2
100	1	137	3
100	1	138	0
100	1	138	1
100	1	138	2
100	1	138	3
100	1	139	0
100	1	139	1
100	1	139	2
100	1	139	3
101	1	102	0
101	1	102	1
101	1	102	2
101	1	102	3
101	1	103	0
101	1	103	1
101	1	103	2
101	1	103	3
101	1	87	0
101	1	87	1
101	1	87	2
101	1	87	3
102	1	101	0
102	1	101	1
102	1	101	2
102	1	101	3
102	1	103	0
102	1	103	1
102	1	103	2
102	1	103	3
103	1	101	0
103	1	101	1
103	1	101	2
103	1	101	3
103	1	102	0
103	1	102	1
103	1	102	2
103	1	102	3
103	1	104	0
103	1	104	1
103	1	104	2
103	1	104	3
103	1	105	0
103	1	105	1
103	1	105	2
103	1	105	3
104	1	103	0
104	1	103	1
104	1	103	2
104	1	103	3
104	1	105	0
104	1	105	1
104	1	105	2
104	1	105	3
104	1	144	0
104	1	144	1
104	1	144	2
104	1	144	3
104	1	145	0
104	1	145	1
104	1	145	2
104	1	145	3
104	1	146	0
104	1	146	1
104	1	146	2
104	1	146	3
105	1	103	0
105	1	103	1
105	1	103	2
105	1	103	3
105	1	104	0
105	1	104	1
105	1	104	2
105	1	104	3
105	1	93	0
105	1	93	1
105	1	93	2
105	1	93	3
106	1	93	0
106	1	93	1
106	1	93	2
106	1	93	3
106	1	95	0
106	1	95	1
106	1	95	2
106	1	95	3
107	1	63	0
107	1	63	1
107	1	63	2
107	1	63	3
107	1	71	0
107	1	71	1
107	1	71	2
107	1	71	3
108	1	65	0
108	1	65	1
108	1	65	2
108	1	65	3
108	1	66	0
108	1	66	1
108	1	66	2
108	1	66	3
108	1	86	0
108	1	86	1
108	1	86	2
108	1	86	3
109	1	110	0
109	1	110	1
109	1	110	2
109	1	110	3
109	1	111	0
109	1	111	1
109	1	111	2
109	1	111	3
109	1	112	0
109	1	112	1
109	1	112	2
109	1	112	3
110	1	109	0
110	1	109	1
110	1	109	2
110	1	109	3
110	1	111	0
110	1	111	1
110	1	111	2
110	1	111	3
110	1	112	0
110	1	112	1
110	1	112	2
110	1	112	3
110	1	139	0
110	1	139	1
110	1	139	2
110	1	139	3
110	1	67	0
110	1	67	1
110	1	67	2
110	1	67	3
111	1	109	0
111	1	109	1
111	1	109	2
111	1	109	3
111	1	110	0
111	1	110	1
111	1	110	2
111	1	110	3
111	1	112	0
111	1	112	1
111	1	112	2
111	1	112	3
111	1	115	0
111	1	115	1
111	1	115	2
111	1	115	3
111	1	118	0
111	1	118	1
111	1	118	2
111	1	118	3
112	1	109	0
112	1	109	1
112	1	109	2
112	1	109	3
112	1	110	0
112	1	110	1
112	1	110	2
112	1	110	3
112	1	111	0
112	1	111	1
112	1	111	2
112	1	111	3
112	1	113	0
112	1	113	1
112	1	113	2
112	1	113	3
112	1	114	0
112	1	114	1
112	1	114	2
112	1	114	3
113	1	112	0
113	1	112	1
113	1	112	2
113	1	112	3
113	1	114	0
113	1	114	1
113	1	114	2
113	1	114	3
113	1	69	0
113	1	69	1
113	1	69	2
113	1	69	3
114	1	112	0
114	1	112	1
114	1	112	2
114	1	112	3
114	1	113	0
114	1	113	1
114	1	113	2
114	1	113	3
115	1	111	0
115	1	111	1
115	1	111	2
115	1	111	3
115	1	116	0
115	1	116	1
115	1	116	2
115	1	116	3
115	1	117	0
115	1	117	1
115	1	117	2
115	1	117	3
115	1	118	0
115	1	118	1
115	1	118	2
115	1	118	3
116	1	115	0
116	1	115	1
116	1	115	2
116	1	115	3
116	1	117	0
116	1	117	1
116	1	117	2
116	1	117	3
116	1	195	0
116	1	195	1
116	1	195	2
116	1	195	3
116	1	196	0
116	1	196	1
116	1	196	2
116	1	196	3
116	1	197	0
116	1	197	1
116	1	197	2
116	1	197	3
117	1	115	0
117	1	115	1
117	1	115	2
117	1	115	3
117	1	116	0
117	1	116	1
117	1	116	2
117	1	116	3
118	1	111	0
118	1	111	1
118	1	111	2
118	1	111	3
118	1	115	0
118	1	115	1
118	1	115	2
118	1	115	3
118	1	188	0
118	1	188	1
118	1	188	2
118	1	188	3
118	1	190	0
118	1	190	1
118	1	190	2
118	1	190	3
120	1	123	0
120	1	123	1
120	1	123	2
120	1	123	3
120	1	128	0
120	1	128	1
120	1	128	2
120	1	128	3
121	1	122	0
121	1	122	1
121	1	122	2
121	1	122	3
121	1	123	0
121	1	123	1
121	1	123	2
121	1	123	3
121	1	124	0
121	1	124	1
121	1	124	2
121	1	124	3
122	1	121	0
122	1	121	1
122	1	121	2
122	1	121	3
122	1	123	0
122	1	123	1
122	1	123	2
122	1	123	3
122	1	125	0
122	1	125	1
122	1	125	2
122	1	125	3
123	1	120	0
123	1	120	1
123	1	120	2
123	1	120	3
123	1	121	0
123	1	121	1
123	1	121	2
123	1	121	3
123	1	122	0
123	1	122	1
123	1	122	2
123	1	122	3
123	1	128	0
123	1	128	1
123	1	128	2
123	1	128	3
124	1	121	0
124	1	121	1
124	1	121	2
124	1	121	3
124	1	126	0
124	1	126	1
124	1	126	2
124	1	126	3
125	1	122	0
125	1	122	1
125	1	122	2
125	1	122	3
125	1	55	0
125	1	55	1
125	1	55	2
125	1	55	3
125	1	58	0
125	1	58	1
125	1	58	2
125	1	58	3
126	1	97	0
126	1	97	1
126	1	97	2
126	1	97	3
126	1	124	0
126	1	124	1
126	1	124	2
126	1	124	3
126	1	127	0
126	1	127	1
126	1	127	2
126	1	127	3
127	1	97	0
127	1	97	1
127	1	97	2
127	1	97	3
127	1	126	0
127	1	126	1
127	1	126	2
127	1	126	3
127	1	47	0
127	1	47	1
127	1	47	2
127	1	47	3
127	1	55	0
127	1	55	1
127	1	55	2
127	1	55	3
128	1	120	0
128	1	120	1
128	1	120	2
128	1	120	3
128	1	123	0
128	1	123	1
128	1	123	2
128	1	123	3
128	1	92	0
128	1	92	1
128	1	92	2
128	1	92	3
129	1	98	0
129	1	98	1
129	1	98	2
129	1	98	3
129	1	130	0
129	1	130	1
129	1	130	2
129	1	130	3
129	1	44	0
129	1	44	1
129	1	44	2
129	1	44	3
129	1	46	0
129	1	46	1
129	1	46	2
129	1	46	3
130	1	98	0
130	1	98	1
130	1	98	2
130	1	98	3
130	1	129	0
130	1	129	1
130	1	129	2
130	1	129	3
130	1	165	0
130	1	165	1
130	1	165	2
130	1	165	3
130	1	167	0
130	1	167	1
130	1	167	2
130	1	167	3
131	1	132	0
131	1	132	1
131	1	132	2
131	1	132	3
131	1	133	0
131	1	133	1
131	1	133	2
131	1	133	3
131	1	134	0
131	1	134	1
131	1	134	2
131	1	134	3
131	1	176	0
131	1	176	1
131	1	176	2
131	1	176	3
131	1	177	0
131	1	177	1
131	1	177	2
131	1	177	3
132	1	131	0
132	1	131	1
132	1	131	2
132	1	131	3
132	1	133	0
132	1	133	1
132	1	133	2
132	1	133	3
132	1	134	0
132	1	134	1
132	1	134	2
132	1	134	3
132	1	163	0
132	1	163	1
132	1	163	2
132	1	163	3
133	1	131	0
133	1	131	1
133	1	131	2
133	1	131	3
133	1	132	0
133	1	132	1
133	1	132	2
133	1	132	3
133	1	134	0
133	1	134	1
133	1	134	2
133	1	134	3
133	1	161	0
133	1	161	1
133	1	161	2
133	1	161	3
134	1	131	0
134	1	131	1
134	1	131	2
134	1	131	3
134	1	132	0
134	1	132	1
134	1	132	2
134	1	132	3
134	1	133	0
134	1	133	1
134	1	133	2
134	1	133	3
134	1	135	0
134	1	135	1
134	1	135	2
134	1	135	3
134	1	136	0
134	1	136	1
134	1	136	2
134	1	136	3
135	1	134	0
135	1	134	1
135	1	134	2
135	1	134	3
135	1	136	0
135	1	136	1
135	1	136	2
135	1	136	3
135	1	178	0
135	1	178	1
135	1	178	2
135	1	178	3
135	1	54	0
135	1	54	1
135	1	54	2
135	1	54	3
136	1	134	0
136	1	134	1
136	1	134	2
136	1	134	3
136	1	135	0
136	1	135	1
136	1	135	2
136	1	135	3
136	1	137	0
136	1	137	1
136	1	137	2
136	1	137	3
136	1	67	0
136	1	67	1
136	1	67	2
136	1	67	3
137	1	100	0
137	1	100	1
137	1	100	2
137	1	100	3
137	1	136	0
137	1	136	1
137	1	136	2
137	1	136	3
137	1	138	0
137	1	138	1
137	1	138	2
137	1	138	3
137	1	139	0
137	1	139	1
137	1	139	2
137	1	139	3
137	1	67	0
137	1	67	1
137	1	67	2
137	1	67	3
138	1	100	0
138	1	100	1
138	1	100	2
138	1	100	3
138	1	137	0
138	1	137	1
138	1	137	2
138	1	137	3
138	1	139	0
138	1	139	1
138	1	139	2
138	1	139	3
138	1	140	0
138	1	140	1
138	1	140	2
138	1	140	3
138	1	141	0
138	1	141	1
138	1	141	2
138	1	141	3
138	1	142	0
138	1	142	1
138	1	142	2
138	1	142	3
139	1	100	0
139	1	100	1
139	1	100	2
139	1	100	3
139	1	110	0
139	1	110	1
139	1	110	2
139	1	110	3
139	1	137	0
139	1	137	1
139	1	137	2
139	1	137	3
139	1	138	0
139	1	138	1
139	1	138	2
139	1	138	3
139	1	67	0
139	1	67	1
139	1	67	2
139	1	67	3
140	1	138	0
140	1	138	1
140	1	138	2
140	1	138	3
140	1	141	0
140	1	141	1
140	1	141	2
140	1	141	3
140	1	142	0
140	1	142	1
140	1	142	2
140	1	142	3
140	1	143	0
140	1	143	1
140	1	143	2
140	1	143	3
141	1	138	0
141	1	138	1
141	1	138	2
141	1	138	3
141	1	140	0
141	1	140	1
141	1	140	2
141	1	140	3
141	1	142	0
141	1	142	1
141	1	142	2
141	1	142	3
141	1	187	0
141	1	187	1
141	1	187	2
141	1	187	3
141	1	189	0
141	1	189	1
141	1	189	2
141	1	189	3
142	1	138	0
142	1	138	1
142	1	138	2
142	1	138	3
142	1	140	0
142	1	140	1
142	1	140	2
142	1	140	3
142	1	141	0
142	1	141	1
142	1	141	2
142	1	141	3
142	1	187	0
142	1	187	1
142	1	187	2
142	1	187	3
142	1	188	0
142	1	188	1
142	1	188	2
142	1	188	3
143	1	140	0
143	1	140	1
143	1	140	2
143	1	140	3
143	1	84	0
143	1	84	1
143	1	84	2
143	1	84	3
144	1	104	0
144	1	104	1
144	1	104	2
144	1	104	3
144	1	145	0
144	1	145	1
144	1	145	2
144	1	145	3
144	1	146	0
144	1	146	1
144	1	146	2
144	1	146	3
144	1	147	0
144	1	147	1
144	1	147	2
144	1	147	3
144	1	148	0
144	1	148	1
144	1	148	2
144	1	148	3
145	1	104	0
145	1	104	1
145	1	104	2
145	1	104	3
145	1	144	0
145	1	144	1
145	1	144	2
145	1	144	3
145	1	146	0
145	1	146	1
145	1	146	2
145	1	146	3
145	1	149	0
145	1	149	1
145	1	149	2
145	1	149	3
145	1	150	0
145	1	150	1
145	1	150	2
145	1	150	3
146	1	104	0
146	1	104	1
146	1	104	2
146	1	104	3
146	1	144	0
146	1	144	1
146	1	144	2
146	1	144	3
146	1	145	0
146	1	145	1
146	1	145	2
146	1	145	3
146	1	154	0
146	1	154	1
146	1	154	2
146	1	154	3
146	1	157	0
146	1	157	1
146	1	157	2
146	1	157	3
147	1	144	0
147	1	144	1
147	1	144	2
147	1	144	3
147	1	148	0
147	1	148	1
147	1	148	2
147	1	148	3
148	1	144	0
148	1	144	1
148	1	144	2
148	1	144	3
148	1	147	0
148	1	147	1
148	1	147	2
148	1	147	3
148	1	149	0
148	1	149	1
148	1	149	2
148	1	149	3
148	1	151	0
148	1	151	1
148	1	151	2
148	1	151	3
149	1	145	0
149	1	145	1
149	1	145	2
149	1	145	3
149	1	148	0
149	1	148	1
149	1	148	2
149	1	148	3
149	1	150	0
149	1	150	1
149	1	150	2
149	1	150	3
149	1	151	0
149	1	151	1
149	1	151	2
149	1	151	3
150	1	145	0
150	1	145	1
150	1	145	2
150	1	145	3
150	1	149	0
150	1	149	1
150	1	149	2
150	1	149	3
150	1	157	0
150	1	157	1
150	1	157	2
150	1	157	3
150	1	158	0
150	1	158	1
150	1	158	2
150	1	158	3
151	1	148	0
151	1	148	1
151	1	148	2
151	1	148	3
151	1	149	0
151	1	149	1
151	1	149	2
151	1	149	3
151	1	159	0
151	1	159	1
151	1	159	2
151	1	159	3
151	1	160	0
151	1	160	1
151	1	160	2
151	1	160	3
152	1	153	0
152	1	153	1
152	1	153	2
152	1	153	3
152	1	154	0
152	1	154	1
152	1	154	2
152	1	154	3
152	1	155	0
152	1	155	1
152	1	155	2
152	1	155	3
153	1	152	0
153	1	152	1
153	1	152	2
153	1	152	3
153	1	158	0
153	1	158	1
153	1	158	2
153	1	158	3
153	1	159	0
153	1	159	1
153	1	159	2
153	1	159	3
154	1	146	0
154	1	146	1
154	1	146	2
154	1	146	3
154	1	152	0
154	1	152	1
154	1	152	2
154	1	152	3
154	1	155	0
154	1	155	1
154	1	155	2
154	1	155	3
154	1	157	0
154	1	157	1
154	1	157	2
154	1	157	3
155	1	152	0
155	1	152	1
155	1	152	2
155	1	152	3
155	1	154	0
155	1	154	1
155	1	154	2
155	1	154	3
155	1	94	0
155	1	94	1
155	1	94	2
155	1	94	3
156	1	193	0
156	1	193	1
156	1	193	2
156	1	193	3
156	1	197	0
156	1	197	1
156	1	197	2
156	1	197	3
157	1	146	0
157	1	146	1
157	1	146	2
157	1	146	3
157	1	150	0
157	1	150	1
157	1	150	2
157	1	150	3
157	1	154	0
157	1	154	1
157	1	154	2
157	1	154	3
157	1	158	0
157	1	158	1
157	1	158	2
157	1	158	3
158	1	150	0
158	1	150	1
158	1	150	2
158	1	150	3
158	1	153	0
158	1	153	1
158	1	153	2
158	1	153	3
158	1	157	0
158	1	157	1
158	1	157	2
158	1	157	3
158	1	159	0
158	1	159	1
158	1	159	2
158	1	159	3
159	1	151	0
159	1	151	1
159	1	151	2
159	1	151	3
159	1	153	0
159	1	153	1
159	1	153	2
159	1	153	3
159	1	158	0
159	1	158	1
159	1	158	2
159	1	158	3
159	1	160	0
159	1	160	1
159	1	160	2
159	1	160	3
160	1	151	0
160	1	151	1
160	1	151	2
160	1	151	3
160	1	159	0
160	1	159	1
160	1	159	2
160	1	159	3
161	1	96	0
161	1	96	1
161	1	96	2
161	1	96	3
161	1	133	0
161	1	133	1
161	1	133	2
161	1	133	3
161	1	162	0
161	1	162	1
161	1	162	2
161	1	162	3
162	1	96	0
162	1	96	1
162	1	96	2
162	1	96	3
162	1	161	0
162	1	161	1
162	1	161	2
162	1	161	3
162	1	88	0
162	1	88	1
162	1	88	2
162	1	88	3
163	1	132	0
163	1	132	1
163	1	132	2
163	1	132	3
163	1	179	0
163	1	179	1
163	1	179	2
163	1	179	3
164	1	173	0
164	1	173	1
164	1	173	2
164	1	173	3
164	1	64	0
164	1	64	1
164	1	64	2
164	1	64	3
165	1	130	0
165	1	130	1
165	1	130	2
165	1	130	3
165	1	166	0
165	1	166	1
165	1	166	2
165	1	166	3
165	1	167	0
165	1	167	1
165	1	167	2
165	1	167	3
166	1	165	0
166	1	165	1
166	1	165	2
166	1	165	3
166	1	168	0
166	1	168	1
166	1	168	2
166	1	168	3
166	1	169	0
166	1	169	1
166	1	169	2
166	1	169	3
167	1	130	0
167	1	130	1
167	1	130	2
167	1	130	3
167	1	165	0
167	1	165	1
167	1	165	2
167	1	165	3
168	1	166	0
168	1	166	1
168	1	166	2
168	1	166	3
168	1	169	0
168	1	169	1
168	1	169	2
168	1	169	3
169	1	166	0
169	1	166	1
169	1	166	2
169	1	166	3
169	1	168	0
169	1	168	1
169	1	168	2
169	1	168	3
169	1	81	0
169	1	81	1
169	1	81	2
169	1	81	3
169	1	84	0
169	1	84	1
169	1	84	2
169	1	84	3
170	1	171	0
170	1	171	1
170	1	171	2
170	1	171	3
170	1	172	0
170	1	172	1
170	1	172	2
170	1	172	3
171	1	170	0
171	1	170	1
171	1	170	2
171	1	170	3
171	1	172	0
171	1	172	1
171	1	172	2
171	1	172	3
172	1	170	0
172	1	170	1
172	1	170	2
172	1	170	3
172	1	171	0
172	1	171	1
172	1	171	2
172	1	171	3
172	1	59	0
172	1	59	1
